DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2
2025-10-17 15:06:12,4,83,0,95.964,26.269,41.5,19.458,807.5,0,0,0.157,50.289,좋아요 추가,42,0,89.81,24.954,21,16,336,0,0,0,4.929,좋아요 취소,41,0,102.268,26.086,20.5,23,471.5,0,0,0.317,96.756
2025-10-17 15:06:14,4,94,0,84.777,14.515,47,19.574,920,0,0,0.17,45.66,좋아요 추가,46,0,79.326,12.767,23,16,368,0,0,0,1.978,좋아요 취소,48,0,90,14.164,24,23,552,0,0,0.333,87.521
2025-10-17 15:06:16,4,72,0,109.542,19.577,36,19.403,698.5,0,0,0.167,55.569,좋아요 추가,37,0,104.649,19.526,18.5,16,296,0,0,0.027,0.027,좋아요 취소,35,0,114.714,18.258,17.5,23,402.5,0,0,0.314,114.286
2025-10-17 15:06:18,4,92,0,88.261,21.011,46,19.5,897,0,0,0.217,47.022,좋아요 추가,46,0,82.196,20.331,23,16,368,0,0,0,2.326,좋아요 취소,46,0,94.326,19.9,23,23,529,0,0,0.435,91.717
2025-10-17 15:06:20,4,75,0,106.507,27.055,37.5,19.547,733,0,0,0.213,57.813,좋아요 추가,37,0,98.27,22.337,18.5,16,296,0,0,0.027,3.027,좋아요 취소,38,0,114.526,28.783,19,23,437,0,0,0.395,111.158
2025-10-17 15:06:22,4,101,0,80.327,19.36,50.5,19.535,986.5,0,0,0.257,42.436,좋아요 추가,50,0,76.24,20.043,25,16,400,0,0,0.02,0.02,좋아요 취소,51,0,84.333,17.777,25.5,23,586.5,0,0,0.49,84.02
2025-10-17 15:06:24,4,106,0,75.028,9.352,53,19.434,1030,0,0,0.226,39.245,좋아요 추가,54,0,69.852,7.534,27,16,432,0,0,0.019,0.019,좋아요 취소,52,0,80.404,7.914,26,23,598,0,0,0.442,79.981
2025-10-17 15:06:26,4,90,0,87.667,22.347,45,19.578,881,0,0,0.156,47.922,좋아요 추가,44,0,80.955,18.966,22,16,352,0,0,0,1.659,좋아요 취소,46,0,94.087,23.424,23,23,529,0,0,0.304,92.174
2025-10-17 15:06:28,4,81,0,98.481,24.23,40.5,19.457,788,0,0,0.099,51.37,좋아요 추가,41,0,92.756,20.301,20.5,16,328,0,0,0.024,3.61,좋아요 취소,40,0,104.35,26.428,20,23,460,0,0,0.175,100.325
2025-10-17 15:06:30,4,87,0,91.724,19.979,43.5,19.54,850,0,0,0.115,48.816,좋아요 추가,43,0,86.512,18.999,21.5,16,344,0,0,0,0,좋아요 취소,44,0,96.818,19.595,22,23,506,0,0,0.227,96.523
2025-10-17 15:06:32,4,89,0,89.697,25.236,44.5,19.461,866,0,0,0.124,47.022,좋아요 추가,45,0,84.044,23.038,22.5,16,360,0,0,0,0,좋아요 취소,44,0,95.477,26.063,22,23,506,0,0,0.25,95.114
2025-10-17 15:06:34,4,106,0,76.679,13.745,53,19.434,1030,0,0,0.113,39,좋아요 추가,54,0,73.648,13.638,27,16,432,0,0,0.019,0.019,좋아요 취소,52,0,79.827,13.135,26,23,598,0,0,0.212,79.481
2025-10-17 15:06:36,4,89,0,88.213,19.493,44.5,19.539,869.5,0,0,0.146,47.506,좋아요 추가,44,0,82.045,17.264,22,16,352,0,0,0.023,0.023,좋아요 취소,45,0,94.244,19.659,22.5,23,517.5,0,0,0.267,93.933
2025-10-17 15:06:38,4,86,0,94.651,17.771,43,19.581,842,0,0,0.267,50.767,좋아요 추가,42,0,89.595,17.108,21,16,336,0,0,0.048,2.643,좋아요 취소,44,0,99.477,17.035,22,23,506,0,0,0.477,96.705
